"","Day","State","People"
"1",1,"Hospitalized",0
"2",2,"Hospitalized",0
"3",3,"Hospitalized",0
"4",4,"Hospitalized",0
"5",5,"Hospitalized",0
"6",6,"Hospitalized",0
"7",7,"Hospitalized",0
"8",8,"Hospitalized",0
"9",9,"Hospitalized",0
"10",10,"Hospitalized",0
"11",11,"Hospitalized",0
"12",12,"Hospitalized",0
"13",13,"Hospitalized",0
"14",14,"Hospitalized",0
"15",15,"Hospitalized",0
"16",16,"Hospitalized",0
"17",17,"Hospitalized",0
"18",18,"Hospitalized",0
"19",19,"Hospitalized",0
"20",20,"Hospitalized",0
"21",21,"Hospitalized",0
"22",22,"Hospitalized",0
"23",23,"Hospitalized",0
"24",24,"Hospitalized",0
"25",25,"Hospitalized",0
"26",26,"Hospitalized",0
"27",27,"Hospitalized",0
"28",28,"Hospitalized",0
"29",29,"Hospitalized",0
"30",30,"Hospitalized",0
"31",31,"Hospitalized",0
"32",32,"Hospitalized",0
"33",33,"Hospitalized",0
"34",34,"Hospitalized",0
"35",35,"Hospitalized",0
"36",36,"Hospitalized",0
"37",37,"Hospitalized",0
"38",38,"Hospitalized",0
"39",39,"Hospitalized",0
"40",40,"Hospitalized",0
"41",41,"Hospitalized",0
"42",42,"Hospitalized",0
"43",43,"Hospitalized",0
"44",44,"Hospitalized",0
"45",45,"Hospitalized",0
"46",46,"Hospitalized",0
"47",47,"Hospitalized",0
"48",48,"Hospitalized",0
"49",49,"Hospitalized",0
"50",50,"Hospitalized",0
"51",51,"Hospitalized",0
"52",52,"Hospitalized",0
"53",53,"Hospitalized",0
"54",54,"Hospitalized",0
"55",55,"Hospitalized",0
"56",56,"Hospitalized",0
"57",57,"Hospitalized",0
"58",58,"Hospitalized",0
"59",59,"Hospitalized",0
"60",60,"Hospitalized",0
"61",61,"Hospitalized",0
"62",62,"Hospitalized",0
"63",63,"Hospitalized",0
"64",64,"Hospitalized",0
"65",65,"Hospitalized",0
"66",66,"Hospitalized",0
"67",67,"Hospitalized",0
"68",68,"Hospitalized",0
"69",69,"Hospitalized",0
"70",70,"Hospitalized",0
"71",71,"Hospitalized",0
"72",72,"Hospitalized",0
"73",73,"Hospitalized",0
"74",74,"Hospitalized",0
"75",75,"Hospitalized",0
"76",76,"Hospitalized",0
"77",77,"Hospitalized",0
"78",78,"Hospitalized",0
"79",79,"Hospitalized",0
"80",80,"Hospitalized",0
"81",81,"Hospitalized",0
"82",82,"Hospitalized",0
"83",83,"Hospitalized",0
"84",84,"Hospitalized",0
"85",85,"Hospitalized",0
"86",86,"Hospitalized",0
"87",87,"Hospitalized",0
"88",88,"Hospitalized",0
"89",89,"Hospitalized",0
"90",90,"Hospitalized",0
"91",91,"Hospitalized",0
"92",92,"Hospitalized",0
"93",93,"Hospitalized",0
"94",94,"Hospitalized",0
"95",95,"Hospitalized",0
"96",96,"Hospitalized",0
"97",97,"Hospitalized",0
"98",98,"Hospitalized",0
"99",99,"Hospitalized",0
"100",100,"Hospitalized",0
"101",101,"Hospitalized",0
"102",102,"Hospitalized",0
"103",103,"Hospitalized",0
"104",104,"Hospitalized",0
"105",105,"Hospitalized",0
"106",106,"Hospitalized",0
"107",107,"Hospitalized",0
"108",108,"Hospitalized",0
"109",109,"Hospitalized",0
"110",110,"Hospitalized",0
"111",111,"Hospitalized",0
"112",112,"Hospitalized",0
"113",113,"Hospitalized",0
"114",114,"Hospitalized",0
"115",115,"Hospitalized",0
"116",116,"Hospitalized",0
"117",117,"Hospitalized",0
"118",118,"Hospitalized",0
"119",119,"Hospitalized",0
"120",120,"Hospitalized",0
"121",121,"Hospitalized",0
"122",122,"Hospitalized",0.122410914775434
"123",123,"Hospitalized",0.290093407830021
"124",124,"Hospitalized",0.467018192665194
"125",125,"Hospitalized",0.638647043449109
"126",126,"Hospitalized",0.80130448145755
"127",127,"Hospitalized",0.956503772536686
"128",128,"Hospitalized",1.1079877323212
"129",129,"Hospitalized",1.26024486017095
"130",130,"Hospitalized",1.41781723715586
"131",131,"Hospitalized",1.58502515534379
"132",132,"Hospitalized",1.76590430750783
"133",133,"Hospitalized",1.96424571260773
"134",134,"Hospitalized",2.18368044004364
"135",135,"Hospitalized",2.42777956755265
"136",136,"Hospitalized",2.70015518438148
"137",137,"Hospitalized",3.00455646702878
"138",138,"Hospitalized",3.34495913977885
"139",139,"Hospitalized",3.72564877286743
"140",140,"Hospitalized",4.1512993542516
"141",141,"Hospitalized",4.62704894102472
"142",142,"Hospitalized",5.15857425316617
"143",143,"Hospitalized",5.75216597956392
"144",144,"Hospitalized",6.41480641277432
"145",145,"Hospitalized",7.15425086146677
"146",146,"Hospitalized",7.97911413113476
"147",147,"Hospitalized",8.89896322448137
"148",148,"Hospitalized",9.9244172956136
"149",149,"Hospitalized",11.067255795453
"150",150,"Hospitalized",12.3405356660147
"151",151,"Hospitalized",13.7587183736257
"152",152,"Hospitalized",15.2893026383749
"153",153,"Hospitalized",16.9254034407947
"154",154,"Hospitalized",18.673151594643
"155",155,"Hospitalized",20.5451548820477
"156",156,"Hospitalized",22.5572072114215
"157",157,"Hospitalized",24.7267186456752
"158",158,"Hospitalized",27.072042208569
"159",159,"Hospitalized",29.6122564183295
"160",160,"Hospitalized",32.3671702647969
"161",161,"Hospitalized",35.3574293349452
"162",162,"Hospitalized",38.6046616067128
"163",163,"Hospitalized",42.1316329495166
"164",164,"Hospitalized",45.9623986343063
"165",165,"Hospitalized",50.122445266977
"166",166,"Hospitalized",54.6388213633316
"167",167,"Hospitalized",59.540256351614
"168",168,"Hospitalized",64.8572682230349
"169",169,"Hospitalized",70.6222599316758
"170",170,"Hospitalized",76.8696042722585
"171",171,"Hospitalized",83.6357164891542
"172",172,"Hospitalized",90.9591133683629
"173",173,"Hospitalized",98.8804570745384
"174",174,"Hospitalized",107.442581539043
"175",175,"Hospitalized",116.690498797244
"176",176,"Hospitalized",126.671382325702
"177",177,"Hospitalized",137.434524152502
"178",178,"Hospitalized",149.031262313421
"179",179,"Hospitalized",161.514875104823
"180",180,"Hospitalized",174.940438536069
"181",181,"Hospitalized",189.364643397121
"182",182,"Hospitalized",203.956267551929
"183",183,"Hospitalized",218.392123150527
"184",184,"Hospitalized",232.597997346038
"185",185,"Hospitalized",246.612460603841
"186",186,"Hospitalized",260.51719425481
"187",187,"Hospitalized",274.402885255957
"188",188,"Hospitalized",288.35379128461
"189",189,"Hospitalized",302.441832789412
"190",190,"Hospitalized",316.725326658677
"191",191,"Hospitalized",331.249799883936
"192",192,"Hospitalized",346.049578399589
"193",193,"Hospitalized",361.14951729489
"194",194,"Hospitalized",376.566590055737
"195",195,"Hospitalized",392.311233232342
"196",196,"Hospitalized",408.388429545887
"197",197,"Hospitalized",424.798550895032
"198",198,"Hospitalized",441.537996742671
"199",199,"Hospitalized",458.599665602518
"200",200,"Hospitalized",475.973294404563
"201",201,"Hospitalized",493.645695733792
"202",202,"Hospitalized",511.600917906021
"203",203,"Hospitalized",529.820348261182
"204",204,"Hospitalized",548.282776154738
"205",205,"Hospitalized",566.964428932034
"206",206,"Hospitalized",585.838991605044
"207",207,"Hospitalized",604.877618912697
"208",208,"Hospitalized",624.048946830082
"209",209,"Hospitalized",643.319109305321
"210",210,"Hospitalized",659.705932105962
"211",211,"Hospitalized",672.195734272708
"212",212,"Hospitalized",680.732512019407
"213",213,"Hospitalized",685.681392678437
"214",214,"Hospitalized",687.552978682869
"215",215,"Hospitalized",686.869161715038
"216",216,"Hospitalized",684.104042966026
"217",217,"Hospitalized",679.663445440631
"218",218,"Hospitalized",673.883213991402
"219",219,"Hospitalized",667.035787093467
"220",220,"Hospitalized",659.339636202857
"221",221,"Hospitalized",650.968941745644
"222",222,"Hospitalized",642.062347659637
"223",223,"Hospitalized",632.730393445535
"224",224,"Hospitalized",623.061591267034
"225",225,"Hospitalized",613.127277860332
"226",226,"Hospitalized",602.985427144979
"227",227,"Hospitalized",592.683613899007
"228",228,"Hospitalized",582.261300594589
"229",229,"Hospitalized",571.751593358798
"230",230,"Hospitalized",561.182586271589
"231",231,"Hospitalized",550.578389028681
"232",232,"Hospitalized",539.959912483862
"233",233,"Hospitalized",529.345469830171
"234",234,"Hospitalized",518.751237821938
"235",235,"Hospitalized",508.191611964234
"236",236,"Hospitalized",497.679481475239
"237",237,"Hospitalized",487.226443583189
"238",238,"Hospitalized",476.8429719482
"239",239,"Hospitalized",466.538550369568
"240",240,"Hospitalized",456.3217801875
"241",241,"Hospitalized",446.200467707651
"242",242,"Hospitalized",436.181696407028
"243",243,"Hospitalized",426.271887497205
"244",244,"Hospitalized",416.476851531216
"245",245,"Hospitalized",406.801833072005
"246",246,"Hospitalized",397.251549938543
"247",247,"Hospitalized",387.830228169416
"248",248,"Hospitalized",378.5416335617
"249",249,"Hospitalized",369.389100431883
"250",250,"Hospitalized",360.375558087671
"251",251,"Hospitalized",351.503555381508
"252",252,"Hospitalized",342.775283628533
"253",253,"Hospitalized",334.192598105922
"254",254,"Hospitalized",325.757038301555
"255",255,"Hospitalized",317.469847043377
"256",256,"Hospitalized",309.331988613612
"257",257,"Hospitalized",301.344165931663
"258",258,"Hospitalized",293.506836874403
"259",259,"Hospitalized",285.820229791185
"260",260,"Hospitalized",278.284358262416
"261",261,"Hospitalized",270.899035144071
"262",262,"Hospitalized",263.663885935647
"263",263,"Hospitalized",256.578361505217
"264",264,"Hospitalized",249.641750202329
"265",265,"Hospitalized",242.853189387077
"266",266,"Hospitalized",236.21167640175
"267",267,"Hospitalized",229.716079009817
"268",268,"Hospitalized",223.365145325625
"269",269,"Hospitalized",217.157513256953
"270",270,"Hospitalized",211.09171948142
"271",271,"Hospitalized",205.166207976795
"272",272,"Hospitalized",199.37933812424
"273",273,"Hospitalized",193.72939240269
"274",274,"Hospitalized",188.214583691702
"275",275,"Hospitalized",182.833062199327
"276",276,"Hospitalized",177.5829220308
"277",277,"Hospitalized",172.46220741312
"278",278,"Hospitalized",167.468918589927
"279",279,"Hospitalized",162.601017400397
"280",280,"Hospitalized",157.856432555313
"281",281,"Hospitalized",153.233064622837
"282",282,"Hospitalized",148.728790735997
"283",283,"Hospitalized",144.341469033357
"284",284,"Hospitalized",140.068942843872
"285",285,"Hospitalized",135.909044626456
"286",286,"Hospitalized",131.859599674379
"287",287,"Hospitalized",127.918429594179
"288",288,"Hospitalized",124.083355568428
"289",289,"Hospitalized",120.352201411325
"290",290,"Hospitalized",116.722796425735
"291",291,"Hospitalized",113.192978070036
"292",292,"Hospitalized",109.760594442779
"293",293,"Hospitalized",106.423506592939
"294",294,"Hospitalized",103.179590663261
"295",295,"Hospitalized",100.026739873942
"296",296,"Hospitalized",96.9628663536868
"297",297,"Hospitalized",93.9859028249268
"298",298,"Hospitalized",91.0938041497992
"299",299,"Hospitalized",88.2845487432638
"300",300,"Hospitalized",85.556139859551
"301",301,"Hospitalized",83.0114321871751
"302",302,"Hospitalized",80.6774182209352
"303",303,"Hospitalized",78.5454432583607
"304",304,"Hospitalized",76.5923531452711
"305",305,"Hospitalized",74.7911656310073
"306",306,"Hospitalized",73.1160858003168
"307",307,"Hospitalized",71.5445469376966
"308",308,"Hospitalized",70.0577501907527
"309",309,"Hospitalized",68.6404985312936
"310",310,"Hospitalized",67.2807434266631
"311",311,"Hospitalized",65.9690554148293
"312",312,"Hospitalized",64.6981178857156
"313",313,"Hospitalized",63.4622845132112
"314",314,"Hospitalized",62.257211069476
"315",315,"Hospitalized",61.079558379103
"316",316,"Hospitalized",60.3296658248184
"317",317,"Hospitalized",60.4336749006796
