"","x"
"1",-0.0209375
"2",0.0171875
"3",0.0084375
"4",0.015
"5",0.0253125
"6",0.035
"7",0.023125
"8",0.0378125
"9",0.065625
"10",0.08125
"11",0.121875
"12",0.22375
"13",0.2403125
"14",0.243125
"15",0.2603125
"16",0.28125
"17",0.3075
"18",0.3565625
"19",0.3603125
"20",0.3471875
"21",0.33625
"22",0.3221875
"23",0.3290625
"24",0.3284375
"25",0.3475
"26",0.3334375
"27",0.333125
"28",0.315625
"29",0.319375
"30",0.3378125
"31",0.32
"32",0.336875
"33",0.315
"34",0.315
"35",0.315
"36",0.315
"37",0.315
"38",0.315
"39",0.315
"40",0.315
"41",0.315
"42",0.315
"43",0.315
"44",0.315
"45",0.315
"46",0.315
"47",0.315
"48",0.315
"49",0.315
"50",0.315
"51",0.315
"52",0.315
"53",0.315
"54",0.315
"55",0.315
"56",0.315
"57",0.315
"58",0.315
"59",0.315
"60",0.315
"61",0.315
"62",0.315
"63",0.315
"64",0.315
"65",0.315
"66",0.315
"67",0.315
"68",0.315
"69",0.315
"70",0.315
"71",0.315
"72",0.315
"73",0.315
"74",0.315
"75",0.315
"76",0.315
"77",0.315
"78",0.315
"79",0.315
"80",0.315
"81",0.315
"82",0.315
"83",0.315
"84",0.315
"85",0.315
"86",0.315
"87",0.315
"88",0.315
"89",0.315
"90",0.315
"91",0.315
"92",0.315
"93",0.315
"94",0.315
"95",0.315
"96",0.315
"97",0.315
"98",0.315
"99",0.315
"100",0.315
"101",0.315
"102",0.315
"103",0.315
"104",0.315
"105",0.315
"106",0.315
"107",0.315
"108",0.315
"109",0.315
"110",0.315
"111",0.315
"112",0.315
"113",0.315
"114",0.315
"115",0.315
"116",0.315
"117",0.315
"118",0.315
"119",0.315
"120",0.315
"121",0.315
"122",0.315
"123",0.315
"124",0.315
"125",0.315
"126",0.315
"127",0.315
"128",0.315
"129",0.315
"130",0.315
"131",0.315
"132",0.315
"133",0.315
"134",0.315
"135",0.315
"136",0.315
"137",0.315
"138",0.315
"139",0.315
"140",0.315
"141",0.315
"142",0.315
"143",0.315
"144",0.315
"145",0.315
"146",0.315
"147",0.315
"148",0.315
"149",0.315
"150",0.315
"151",0.315
"152",0.315
"153",0.315
"154",0.315
"155",0.315
"156",0.315
"157",0.315
"158",0.315
"159",0.315
"160",0.315
"161",0.315
"162",0.315
"163",0.315
"164",0.315
"165",0.315
"166",0.315
"167",0.315
"168",0.315
"169",0.315
"170",0.315
"171",0.315
"172",0.315
"173",0.315
"174",0.315
"175",0.315
"176",0.315
"177",0.315
"178",0.315
"179",0.315
"180",0.315
"181",0.315
"182",0.315
"183",0.315
"184",0.315
"185",0.315
"186",0.315
"187",0.315
"188",0.315
"189",0.315
"190",0.315
"191",0.315
"192",0.315
"193",0.315
"194",0.315
"195",0.315
"196",0.315
"197",0.315
"198",0.315
"199",0.315
"200",0.315
"201",0.315
"202",0.315
"203",0.315
"204",0.315
"205",0.315
"206",0.315
"207",0.315
"208",0.315
"209",0.315
"210",0.315
"211",0.315
"212",0.315
"213",0.315
"214",0.315
"215",0.315
"216",0.315
"217",0.315
"218",0.315
"219",0.315
"220",0.315
"221",0.315
"222",0.315
"223",0.315
"224",0.315
"225",0.315
"226",0.315
"227",0.315
"228",0.315
"229",0.315
"230",0.315
"231",0.315
"232",0.315
"233",0.315
"234",0.315
"235",0.315
"236",0.315
"237",0.315
"238",0.315
"239",0.315
"240",0.315
"241",0.315
"242",0.315
"243",0.315
"244",0.315
"245",0.315
"246",0.315
"247",0.315
"248",0.315
"249",0.315
"250",0.315
"251",0.315
"252",0.315
"253",0.315
"254",0.315
"255",0.315
"256",0.315
"257",0.315
"258",0.315
"259",0.315
"260",0.315
"261",0.315
"262",0.315
"263",0.315
"264",0.315
"265",0.315
"266",0.315
"267",0.315
"268",0.315
"269",0.315
"270",0.315
"271",0.315
"272",0.315
"273",0.315
"274",0.315
"275",0.315
"276",0.315
"277",0.315
"278",0.315
"279",0.315
"280",0.315
"281",0.315
"282",0.315
"283",0.315
"284",0.315
"285",0.315
"286",0.315
"287",0.315
"288",0.315
"289",0.315
"290",0.315
"291",0.315
"292",0.315
"293",0.315
"294",0.315
"295",0.315
"296",0.315
"297",0.315
"298",0.315
"299",0.315
"300",0.315
"301",0.315
"302",0.315
"303",0.315
"304",0.315
"305",0.315
"306",0.315
"307",0.315
"308",0.315
"309",0.315
"310",0.315
"311",0.315
"312",0.315
"313",0.315
"314",0.315
"315",0.315
"316",0.315
"317",0.315
"318",0.315
"319",0.315
"320",0.315
"321",0.315
"322",0.315
"323",0.315
"324",0.315
"325",0.315
"326",0.315
"327",0.315
"328",0.315
"329",0.315
"330",0.315
"331",0.315
"332",0.315
"333",0.315
"334",0.315
"335",0.315
"336",0.315
"337",0.315
"338",0.315
"339",0.315
"340",0.315
"341",0.315
"342",0.315
"343",0.315
"344",0.315
"345",0.315
"346",0.315
"347",0.315
"348",0.315
"349",0.315
"350",0.315
"351",0.315
"352",0.315
"353",0.315
"354",0.315
"355",0.315
"356",0.315
"357",0.315
"358",0.315
"359",0.315
"360",0.315
"361",0.315
"362",0.315
"363",0.315
"364",0.315
"365",0.315
