"","x"
"1",-0.003125
"2",0.03
"3",0.023125
"4",0.07
"5",0.0690625
"6",0.0884375
"7",0.109375
"8",0.1225
"9",0.07625
"10",0.1665625
"11",0.250625
"12",0.2303125
"13",0.214375
"14",0.1809375
"15",0.2471875
"16",0.0525
"17",0.0746875
"18",0.53125
"19",0.521875
"20",0.5465625
"21",0.538125
"22",0.5271875
"23",0.510625
"24",0.4440625
"25",0.515
"26",0.495625
"27",0.501875
"28",0.485625
"29",0.56625
"30",0.4734375
"31",0.4209375
"32",0.5696875
"33",0.4803125
"34",0.48875
"35",0.5021875
"36",0.4971875
"37",0.46625
"38",0.43375
"39",0.3703125
"40",0.2984375
"41",0.3078125
"42",0.2909375
"43",0.2946875
"44",0.2415625
"45",0.3765625
"46",0.24
"47",0.2259375
"48",0.23375
"49",0.2275
"50",0.3528125
"51",0.219375
"52",0.296875
"53",0.209375
"54",0.206875
"55",0.20375
"56",0.20625
"57",0.213125
"58",0.1653125
"59",0.26375
"60",0.19875
"61",0.1815625
"62",0.1909375
"63",0.195625
"64",0.193125
"65",0.1509375
"66",0.2190625
"67",0.1646875
"68",0.1871875
"69",0.1846875
"70",0.18
"71",0.1878125
"72",0.1446875
"73",0.204375
"74",0.36375
"75",0.36375
"76",0.36375
"77",0.36375
"78",0.36375
"79",0.36375
"80",0.36375
"81",0.36375
"82",0.36375
"83",0.36375
"84",0.36375
"85",0.36375
"86",0.36375
"87",0.36375
"88",0.36375
"89",0.36375
"90",0.36375
"91",0.36375
"92",0.36375
"93",0.36375
"94",0.36375
"95",0.36375
"96",0.36375
"97",0.36375
"98",0.36375
"99",0.36375
"100",0.36375
"101",0.36375
"102",0.36375
"103",0.36375
"104",0.36375
"105",0.36375
"106",0.36375
"107",0.36375
"108",0.36375
"109",0.36375
"110",0.36375
"111",0.36375
"112",0.36375
"113",0.36375
"114",0.36375
"115",0.36375
"116",0.36375
"117",0.36375
"118",0.36375
"119",0.36375
"120",0.36375
"121",0.36375
"122",0.36375
"123",0.36375
"124",0.36375
"125",0.36375
"126",0.36375
"127",0.36375
"128",0.36375
"129",0.36375
"130",0.36375
"131",0.36375
"132",0.36375
"133",0.36375
"134",0.36375
"135",0.36375
"136",0.36375
"137",0.36375
"138",0.36375
"139",0.36375
"140",0.36375
"141",0.36375
"142",0.36375
"143",0.36375
"144",0.36375
"145",0.36375
"146",0.36375
"147",0.36375
"148",0.36375
"149",0.36375
"150",0.36375
"151",0.36375
"152",0.36375
"153",0.36375
"154",0.36375
"155",0.36375
"156",0.36375
"157",0.36375
"158",0.36375
"159",0.36375
"160",0.36375
"161",0.36375
"162",0.36375
"163",0.36375
"164",0.36375
"165",0.36375
"166",0.36375
"167",0.36375
"168",0.36375
"169",0.36375
"170",0.36375
"171",0.36375
"172",0.36375
"173",0.36375
"174",0.36375
"175",0.36375
"176",0.36375
"177",0.36375
"178",0.36375
"179",0.36375
"180",0.36375
"181",0.36375
"182",0.36375
"183",0.36375
"184",0.36375
"185",0.36375
"186",0.36375
"187",0.36375
"188",0.36375
"189",0.36375
"190",0.36375
"191",0.36375
"192",0.36375
"193",0.36375
"194",0.36375
"195",0.36375
"196",0.36375
"197",0.36375
"198",0.36375
"199",0.36375
"200",0.36375
"201",0.36375
"202",0.36375
"203",0.36375
"204",0.36375
"205",0.36375
"206",0.36375
"207",0.36375
"208",0.36375
"209",0.36375
"210",0.36375
"211",0.36375
"212",0.36375
"213",0.36375
"214",0.36375
"215",0.36375
"216",0.36375
"217",0.36375
"218",0.36375
"219",0.36375
"220",0.36375
"221",0.36375
"222",0.36375
"223",0.36375
"224",0.36375
"225",0.36375
"226",0.36375
"227",0.36375
"228",0.36375
"229",0.36375
"230",0.36375
"231",0.36375
"232",0.36375
"233",0.36375
"234",0.36375
"235",0.36375
"236",0.36375
"237",0.36375
"238",0.36375
"239",0.36375
"240",0.36375
"241",0.36375
"242",0.36375
"243",0.36375
"244",0.36375
"245",0.36375
"246",0.36375
