"","x"
"1",-0.00125
"2",-0.0040625
"3",-0.000625000000000002
"4",0.0578125
"5",0.06625
"6",0.1203125
"7",0.0771875
"8",0.0778125
"9",0.0596875
"10",0.035625
"11",0.0925
"12",0.085625
"13",0.10875
"14",0.0946875
"15",0.0859375
"16",0.0921875
"17",0.084375
"18",0.121875
"19",0.1071875
"20",0.1465625
"21",0.1115625
"22",0.2065625
"23",0.0996875
"24",0.0846875
"25",0.253125
"26",0.1575
"27",0.1575
"28",0.1575
"29",0.1575
"30",0.1575
"31",0.1575
"32",0.1575
"33",0.1575
"34",0.1575
"35",0.1575
"36",0.1575
"37",0.1575
"38",0.1575
"39",0.1575
"40",0.1575
"41",0.1575
"42",0.1575
"43",0.1575
"44",0.1575
"45",0.1575
"46",0.1575
"47",0.1575
"48",0.1575
"49",0.1575
"50",0.1575
"51",0.1575
"52",0.1575
"53",0.1575
"54",0.1575
"55",0.1575
"56",0.1575
"57",0.1575
"58",0.1575
"59",0.1575
"60",0.1575
"61",0.1575
"62",0.1575
"63",0.1575
"64",0.1575
"65",0.1575
"66",0.1575
"67",0.1575
"68",0.1575
"69",0.1575
"70",0.1575
"71",0.1575
"72",0.1575
"73",0.1575
"74",0.1575
"75",0.1575
"76",0.1575
"77",0.1575
"78",0.1575
"79",0.1575
"80",0.1575
"81",0.1575
"82",0.1575
"83",0.1575
"84",0.1575
"85",0.1575
"86",0.1575
"87",0.1575
"88",0.1575
"89",0.1575
"90",0.1575
"91",0.1575
"92",0.1575
"93",0.1575
"94",0.1575
"95",0.1575
"96",0.1575
"97",0.1575
"98",0.1575
"99",0.1575
"100",0.1575
"101",0.1575
"102",0.1575
"103",0.1575
"104",0.1575
"105",0.1575
"106",0.1575
"107",0.1575
"108",0.1575
"109",0.1575
"110",0.1575
"111",0.1575
"112",0.1575
"113",0.1575
"114",0.1575
"115",0.1575
"116",0.1575
"117",0.1575
"118",0.1575
"119",0.1575
"120",0.1575
"121",0.1575
"122",0.1575
"123",0.1575
"124",0.1575
"125",0.1575
"126",0.1575
"127",0.1575
"128",0.1575
"129",0.1575
"130",0.1575
"131",0.1575
"132",0.1575
"133",0.1575
"134",0.1575
"135",0.1575
"136",0.1575
"137",0.1575
"138",0.1575
"139",0.1575
"140",0.1575
"141",0.1575
"142",0.1575
"143",0.1575
"144",0.1575
"145",0.1575
"146",0.1575
"147",0.1575
"148",0.1575
"149",0.1575
"150",0.1575
"151",0.1575
"152",0.1575
"153",0.1575
"154",0.1575
"155",0.1575
"156",0.1575
"157",0.1575
"158",0.1575
"159",0.1575
"160",0.1575
"161",0.1575
"162",0.1575
"163",0.1575
"164",0.1575
"165",0.1575
"166",0.1575
"167",0.1575
"168",0.1575
"169",0.1575
"170",0.1575
"171",0.1575
"172",0.1575
"173",0.1575
"174",0.1575
"175",0.1575
"176",0.1575
"177",0.1575
"178",0.1575
"179",0.1575
"180",0.1575
"181",0.1575
"182",0.1575
"183",0.1575
"184",0.1575
"185",0.1575
"186",0.1575
"187",0.1575
"188",0.1575
"189",0.1575
"190",0.1575
"191",0.1575
"192",0.1575
"193",0.1575
"194",0.1575
"195",0.1575
"196",0.1575
"197",0.1575
"198",0.1575
"199",0.1575
"200",0.1575
"201",0.1575
"202",0.1575
"203",0.1575
"204",0.1575
"205",0.1575
"206",0.1575
"207",0.1575
"208",0.1575
"209",0.1575
"210",0.1575
"211",0.1575
"212",0.1575
"213",0.1575
"214",0.1575
"215",0.1575
"216",0.1575
"217",0.1575
"218",0.1575
"219",0.1575
"220",0.1575
"221",0.1575
"222",0.1575
"223",0.1575
"224",0.1575
"225",0.1575
"226",0.1575
"227",0.1575
"228",0.1575
"229",0.1575
"230",0.1575
"231",0.1575
"232",0.1575
"233",0.1575
"234",0.1575
"235",0.1575
"236",0.1575
"237",0.1575
"238",0.1575
"239",0.1575
"240",0.1575
"241",0.1575
"242",0.1575
"243",0.1575
"244",0.1575
"245",0.1575
"246",0.1575
"247",0.1575
"248",0.1575
"249",0.1575
"250",0.1575
"251",0.1575
"252",0.1575
"253",0.1575
"254",0.1575
"255",0.1575
"256",0.1575
"257",0.1575
"258",0.1575
"259",0.1575
"260",0.1575
"261",0.1575
"262",0.1575
"263",0.1575
"264",0.1575
"265",0.1575
"266",0.1575
"267",0.1575
"268",0.1575
"269",0.1575
"270",0.1575
"271",0.1575
"272",0.1575
"273",0.1575
"274",0.1575
"275",0.1575
"276",0.1575
"277",0.1575
"278",0.1575
"279",0.1575
"280",0.1575
"281",0.1575
"282",0.1575
"283",0.1575
"284",0.1575
"285",0.1575
"286",0.1575
"287",0.1575
"288",0.1575
"289",0.1575
"290",0.1575
"291",0.1575
"292",0.1575
"293",0.1575
"294",0.1575
"295",0.1575
"296",0.1575
"297",0.1575
"298",0.1575
"299",0.1575
"300",0.1575
"301",0.1575
"302",0.1575
"303",0.1575
"304",0.1575
"305",0.1575
"306",0.1575
"307",0.1575
"308",0.1575
"309",0.1575
"310",0.1575
"311",0.1575
"312",0.1575
"313",0.1575
"314",0.1575
"315",0.1575
"316",0.1575
"317",0.1575
"318",0.1575
"319",0.1575
"320",0.1575
"321",0.1575
"322",0.1575
"323",0.1575
"324",0.1575
"325",0.1575
"326",0.1575
"327",0.1575
"328",0.1575
"329",0.1575
"330",0.1575
"331",0.1575
"332",0.1575
"333",0.1575
"334",0.1575
"335",0.1575
"336",0.1575
"337",0.1575
"338",0.1575
"339",0.1575
"340",0.1575
"341",0.1575
"342",0.1575
"343",0.1575
"344",0.1575
"345",0.1575
"346",0.1575
"347",0.1575
"348",0.1575
"349",0.1575
"350",0.1575
"351",0.1575
"352",0.1575
"353",0.1575
"354",0.1575
"355",0.1575
"356",0.1575
"357",0.1575
"358",0.1575
"359",0.1575
"360",0.1575
"361",0.1575
"362",0.1575
"363",0.1575
"364",0.1575
"365",0.1575
