"","x"
"1",0.024375
"2",0.0903125
"3",0.1353125
"4",0.16375
"5",0.158125
"6",0.1634375
"7",0.210625
"8",0.2025
"9",0.236875
"10",0.17875
"11",0.2371875
"12",0.2334375
"13",0.275625
"14",0.2578125
"15",0.2784375
"16",0.245
"17",0.1984375
"18",0.2565625
"19",0.236875
"20",0.2440625
"21",0.2346875
"22",0.266875
"23",0.24375
"24",0.2296875
"25",0.3534375
"26",0.2234375
"27",0.2334375
"28",0.234375
"29",0.2565625
"30",0.2315625
"31",0.2003125
"32",0.2334375
"33",0.2146875
"34",0.2040625
"35",0.1515625
"36",0.346875
"37",0.2584375
"38",0.23
"39",0.23
"40",0.23
"41",0.23
"42",0.23
"43",0.23
"44",0.23
"45",0.23
"46",0.23
"47",0.23
"48",0.23
"49",0.23
"50",0.23
"51",0.23
"52",0.23
"53",0.23
"54",0.23
"55",0.23
"56",0.23
"57",0.23
"58",0.23
"59",0.23
"60",0.23
"61",0.23
"62",0.23
"63",0.23
"64",0.23
"65",0.23
"66",0.23
"67",0.23
"68",0.23
"69",0.23
"70",0.23
"71",0.23
"72",0.23
"73",0.23
"74",0.23
"75",0.23
"76",0.23
"77",0.23
"78",0.23
"79",0.23
"80",0.23
"81",0.23
"82",0.23
"83",0.23
"84",0.23
"85",0.23
"86",0.23
"87",0.23
"88",0.23
"89",0.23
"90",0.23
"91",0.23
"92",0.23
"93",0.23
"94",0.23
"95",0.23
"96",0.23
"97",0.23
"98",0.23
"99",0.23
"100",0.23
"101",0.23
"102",0.23
"103",0.23
"104",0.23
"105",0.23
"106",0.23
"107",0.23
"108",0.23
"109",0.23
"110",0.23
"111",0.23
"112",0.23
"113",0.23
"114",0.23
"115",0.23
"116",0.23
"117",0.23
"118",0.23
"119",0.23
"120",0.23
"121",0.23
"122",0.23
"123",0.23
"124",0.23
"125",0.23
"126",0.23
"127",0.23
"128",0.23
"129",0.23
"130",0.23
"131",0.23
"132",0.23
"133",0.23
"134",0.23
"135",0.23
"136",0.23
"137",0.23
"138",0.23
"139",0.23
"140",0.23
"141",0.23
"142",0.23
"143",0.23
"144",0.23
"145",0.23
"146",0.23
"147",0.23
"148",0.23
"149",0.23
"150",0.23
"151",0.23
"152",0.23
"153",0.23
"154",0.23
"155",0.23
"156",0.23
"157",0.23
"158",0.23
"159",0.23
"160",0.23
"161",0.23
"162",0.23
"163",0.23
"164",0.23
"165",0.23
"166",0.23
"167",0.23
"168",0.23
"169",0.23
"170",0.23
"171",0.23
"172",0.23
"173",0.23
"174",0.23
"175",0.23
"176",0.23
"177",0.23
"178",0.23
"179",0.23
"180",0.23
"181",0.23
"182",0.23
"183",0.23
"184",0.23
"185",0.23
"186",0.23
"187",0.23
"188",0.23
"189",0.23
"190",0.23
"191",0.23
"192",0.23
"193",0.23
"194",0.23
"195",0.23
"196",0.23
"197",0.23
"198",0.23
"199",0.23
"200",0.23
"201",0.23
"202",0.23
"203",0.23
"204",0.23
"205",0.23
"206",0.23
"207",0.23
"208",0.23
"209",0.23
"210",0.23
"211",0.23
"212",0.23
"213",0.23
"214",0.23
"215",0.23
"216",0.23
"217",0.23
"218",0.23
"219",0.23
"220",0.23
"221",0.23
"222",0.23
"223",0.23
"224",0.23
"225",0.23
"226",0.23
"227",0.23
"228",0.23
"229",0.23
"230",0.23
"231",0.23
"232",0.23
"233",0.23
"234",0.23
"235",0.23
"236",0.23
"237",0.23
"238",0.23
"239",0.23
"240",0.23
"241",0.23
"242",0.23
"243",0.23
"244",0.23
"245",0.23
"246",0.23
"247",0.23
"248",0.23
"249",0.23
"250",0.23
"251",0.23
"252",0.23
"253",0.23
"254",0.23
"255",0.23
"256",0.23
"257",0.23
"258",0.23
"259",0.23
"260",0.23
"261",0.23
"262",0.23
"263",0.23
"264",0.23
"265",0.23
"266",0.23
"267",0.23
"268",0.23
"269",0.23
"270",0.23
"271",0.23
"272",0.23
"273",0.23
"274",0.23
"275",0.23
"276",0.23
"277",0.23
"278",0.23
"279",0.23
"280",0.23
"281",0.23
"282",0.23
"283",0.23
"284",0.23
"285",0.23
"286",0.23
"287",0.23
"288",0.23
"289",0.23
"290",0.23
"291",0.23
"292",0.23
"293",0.23
"294",0.23
"295",0.23
"296",0.23
"297",0.23
"298",0.23
"299",0.23
"300",0.23
"301",0.23
"302",0.23
"303",0.23
"304",0.23
"305",0.23
"306",0.23
"307",0.23
"308",0.23
"309",0.23
"310",0.23
"311",0.23
"312",0.23
"313",0.23
"314",0.23
"315",0.23
"316",0.23
"317",0.23
"318",0.23
"319",0.23
"320",0.23
"321",0.23
"322",0.23
"323",0.23
"324",0.23
"325",0.23
"326",0.23
"327",0.23
"328",0.23
"329",0.23
"330",0.23
"331",0.23
"332",0.23
"333",0.23
"334",0.23
"335",0.23
"336",0.23
"337",0.23
"338",0.23
"339",0.23
"340",0.23
"341",0.23
"342",0.23
"343",0.23
"344",0.23
"345",0.23
"346",0.23
"347",0.23
"348",0.23
"349",0.23
"350",0.23
"351",0.23
"352",0.23
"353",0.23
"354",0.23
"355",0.23
"356",0.23
"357",0.23
"358",0.23
"359",0.23
"360",0.23
"361",0.23
"362",0.23
"363",0.23
"364",0.23
"365",0.23
