"","x"
"1",0.2634375
"2",0.1915625
"3",0.215
"4",0.2359375
"5",0.1775
"6",0.19375
"7",0.2225
"8",0.1903125
"9",0.231875
"10",0.2196875
"11",0.2421875
"12",0.2
"13",0.200625
"14",0.2346875
"15",0.2346875
"16",0.2309375
"17",0.224375
"18",0.2390625
"19",0.3215625
"20",0.2309375
"21",0.2153125
"22",0.22625
"23",0.2528125
"24",0.268125
"25",0.2678125
"26",0.2140625
"27",0.229375
"28",0.244375
"29",0.2115625
"30",0.293125
"31",0.2959375
"32",0.3046875
"33",0.3046875
"34",0.3046875
"35",0.3046875
"36",0.3046875
"37",0.3046875
"38",0.3046875
"39",0.3046875
"40",0.3046875
"41",0.3046875
"42",0.3046875
"43",0.3046875
"44",0.3046875
"45",0.3046875
"46",0.3046875
"47",0.3046875
"48",0.3046875
"49",0.3046875
"50",0.3046875
"51",0.3046875
"52",0.3046875
"53",0.3046875
"54",0.3046875
"55",0.3046875
"56",0.3046875
"57",0.3046875
"58",0.3046875
"59",0.3046875
"60",0.3046875
"61",0.3046875
"62",0.3046875
"63",0.3046875
"64",0.3046875
"65",0.3046875
"66",0.3046875
"67",0.3046875
"68",0.3046875
"69",0.3046875
"70",0.3046875
"71",0.3046875
"72",0.3046875
"73",0.3046875
"74",0.3046875
"75",0.3046875
"76",0.3046875
"77",0.3046875
"78",0.3046875
"79",0.3046875
"80",0.3046875
"81",0.3046875
"82",0.3046875
"83",0.3046875
"84",0.3046875
"85",0.3046875
"86",0.3046875
"87",0.3046875
"88",0.3046875
"89",0.3046875
"90",0.3046875
"91",0.3046875
"92",0.3046875
"93",0.3046875
"94",0.3046875
"95",0.3046875
"96",0.3046875
"97",0.3046875
"98",0.3046875
"99",0.3046875
"100",0.3046875
"101",0.3046875
"102",0.3046875
"103",0.3046875
"104",0.3046875
"105",0.3046875
"106",0.3046875
"107",0.3046875
"108",0.3046875
"109",0.3046875
"110",0.3046875
"111",0.3046875
"112",0.3046875
"113",0.3046875
"114",0.3046875
"115",0.3046875
"116",0.3046875
"117",0.3046875
"118",0.3046875
"119",0.3046875
"120",0.3046875
"121",0.3046875
"122",0.3046875
"123",0.3046875
"124",0.3046875
"125",0.3046875
"126",0.3046875
"127",0.3046875
"128",0.3046875
"129",0.3046875
"130",0.3046875
"131",0.3046875
"132",0.3046875
"133",0.3046875
"134",0.3046875
"135",0.3046875
"136",0.3046875
"137",0.3046875
"138",0.3046875
"139",0.3046875
"140",0.3046875
"141",0.3046875
"142",0.3046875
"143",0.3046875
"144",0.3046875
"145",0.3046875
"146",0.3046875
"147",0.3046875
"148",0.3046875
"149",0.3046875
"150",0.3046875
"151",0.3046875
"152",0.3046875
"153",0.3046875
"154",0.3046875
"155",0.3046875
"156",0.3046875
"157",0.3046875
"158",0.3046875
"159",0.3046875
"160",0.3046875
"161",0.3046875
"162",0.3046875
"163",0.3046875
"164",0.3046875
"165",0.3046875
"166",0.3046875
"167",0.3046875
"168",0.3046875
"169",0.3046875
"170",0.3046875
"171",0.3046875
"172",0.3046875
"173",0.3046875
"174",0.3046875
"175",0.3046875
"176",0.3046875
"177",0.3046875
"178",0.3046875
"179",0.3046875
"180",0.3046875
"181",0.3046875
"182",0.3046875
"183",0.3046875
"184",0.3046875
"185",0.3046875
"186",0.3046875
"187",0.3046875
"188",0.3046875
"189",0.3046875
"190",0.3046875
"191",0.3046875
"192",0.3046875
"193",0.3046875
"194",0.3046875
"195",0.3046875
"196",0.3046875
"197",0.3046875
"198",0.3046875
"199",0.3046875
"200",0.3046875
"201",0.3046875
"202",0.3046875
"203",0.3046875
"204",0.3046875
"205",0.3046875
"206",0.3046875
"207",0.3046875
"208",0.3046875
"209",0.3046875
"210",0.3046875
"211",0.3046875
"212",0.3046875
"213",0.3046875
"214",0.3046875
"215",0.3046875
"216",0.3046875
"217",0.3046875
"218",0.3046875
"219",0.3046875
"220",0.3046875
"221",0.3046875
"222",0.3046875
"223",0.3046875
"224",0.3046875
"225",0.3046875
"226",0.3046875
"227",0.3046875
"228",0.3046875
"229",0.3046875
"230",0.3046875
"231",0.3046875
"232",0.3046875
"233",0.3046875
"234",0.3046875
"235",0.3046875
"236",0.3046875
"237",0.3046875
"238",0.3046875
"239",0.3046875
"240",0.3046875
"241",0.3046875
"242",0.3046875
"243",0.3046875
"244",0.3046875
"245",0.3046875
"246",0.3046875
"247",0.3046875
"248",0.3046875
"249",0.3046875
"250",0.3046875
"251",0.3046875
"252",0.3046875
"253",0.3046875
"254",0.3046875
"255",0.3046875
"256",0.3046875
"257",0.3046875
"258",0.3046875
"259",0.3046875
"260",0.3046875
"261",0.3046875
"262",0.3046875
"263",0.3046875
"264",0.3046875
"265",0.3046875
"266",0.3046875
"267",0.3046875
"268",0.3046875
"269",0.3046875
"270",0.3046875
"271",0.3046875
"272",0.3046875
"273",0.3046875
"274",0.3046875
"275",0.3046875
"276",0.3046875
"277",0.3046875
"278",0.3046875
"279",0.3046875
"280",0.3046875
"281",0.3046875
"282",0.3046875
"283",0.3046875
"284",0.3046875
"285",0.3046875
"286",0.3046875
"287",0.3046875
"288",0.3046875
"289",0.3046875
"290",0.3046875
"291",0.3046875
"292",0.3046875
"293",0.3046875
"294",0.3046875
"295",0.3046875
"296",0.3046875
"297",0.3046875
"298",0.3046875
"299",0.3046875
"300",0.3046875
"301",0.3046875
"302",0.3046875
"303",0.3046875
"304",0.3046875
"305",0.3046875
"306",0.3046875
"307",0.3046875
"308",0.3046875
"309",0.3046875
"310",0.3046875
"311",0.3046875
"312",0.3046875
"313",0.3046875
"314",0.3046875
"315",0.3046875
"316",0.3046875
"317",0.3046875
"318",0.3046875
"319",0.3046875
"320",0.3046875
"321",0.3046875
"322",0.3046875
"323",0.3046875
"324",0.3046875
"325",0.3046875
"326",0.3046875
"327",0.3046875
"328",0.3046875
"329",0.3046875
"330",0.3046875
"331",0.3046875
"332",0.3046875
"333",0.3046875
"334",0.3046875
"335",0.3046875
"336",0.3046875
"337",0.3046875
"338",0.3046875
"339",0.3046875
"340",0.3046875
"341",0.3046875
"342",0.3046875
"343",0.3046875
"344",0.3046875
"345",0.3046875
"346",0.3046875
"347",0.3046875
"348",0.3046875
"349",0.3046875
"350",0.3046875
"351",0.3046875
"352",0.3046875
"353",0.3046875
"354",0.3046875
"355",0.3046875
"356",0.3046875
"357",0.3046875
"358",0.3046875
"359",0.3046875
"360",0.3046875
"361",0.3046875
"362",0.3046875
"363",0.3046875
"364",0.3046875
"365",0.3046875
